batch_id,timestamp,ligne,produit,temperature_c,pression_bar,ph,debit_l_min,energie_kwh,temps_cycle_min,rendement_pct,taux_rebut_pct,cout_batch_mad,emission_co2_kg,alarme,operateur,qualite_finale
PROC-01052,2026-04-07 13:00,Ligne A,Batch P2,65.08,2.43,6.93,83.06,113.35,73.6,,4.96,2022.29,70.28,pH,Equipe A,Conforme
PROC-01053,2026-04-17 21:45,Ligne A,Batch P1,65.5,3.6,6.99,132.64,122.41,111.8,81.19,3.32,3534.91,75.9,Aucune,Equipe C,Conforme
PROC-01054,2026-03-13 15:30,Ligne B,Batch P3,72.02,1.52,8.0,121.78,185.32,78.2,78.08,3.86,3724.07,114.9,Aucune,Equipe B,Conforme
PROC-01055,2026-04-23 08:15,Ligne C,Batch P1,84.61,2.69,7.18,95.55,298.56,65.7,87.48,6.12,1694.13,185.11,pH,Equipe A,Conforme
PROC-01056,2026-01-13 22:30,Ligne C,Batch P3,58.83,3.18,6.09,109.77,229.84,90.9,93.13,4.66,2578.04,142.5,Aucune,Equipe C,Conforme
PROC-01057,2026-05-03 10:45,Ligne A,Batch P2,78.56,3.41,7.73,154.77,113.74,57.8,87.41,4.25,3270.42,70.52,Température,Equipe B,Conforme
PROC-01058,2026-03-23 08:15,Réacteur 2,Batch P3,78.64,2.44,6.71,82.97,81.95,99.9,86.58,2.22,1512.3,50.81,Aucune,Equipe A,Conforme
PROC-01059,2026-01-14 13:45,Réacteur 2,Batch P2,86.35,3.99,6.89,91.81,101.21,104.4,81.19,3.04,2611.64,62.75,Pression,Equipe C,Conforme
PROC-01060,2026-01-22 19:00,Ligne A,Batch P2,66.19,3.0,7.76,106.59,144.73,85.2,82.61,5.81,1577.51,89.73,Aucune,Equipe A,Conforme
PROC-01061,2026-05-14 19:30,Réacteur 2,Batch P3,84.73,3.06,6.77,77.89,79.61,91.0,73.67,6.97,3463.94,49.36,Débit,Equipe B,Conforme
PROC-01062,2026-04-09 17:15,Réacteur 1,Batch P2,74.16,2.89,6.83,145.26,16.75,94.0,87.63,4.48,1213.5,10.38,Aucune,Equipe B,Conforme
PROC-01063,2026-02-12 18:30,Réacteur 1,Batch P4,61.28,4.77,8.0,84.62,336.26,108.3,75.74,4.56,1624.27,208.48,Température,Equipe C,Conforme
PROC-01064,2026-06-14 06:00,Ligne A,Batch P1,66.23,3.9,6.6,163.1,71.62,98.9,95.71,0.14,2218.2,44.4,Aucune,Equipe A,Conforme
PROC-01065,2026-04-02 19:45,Réacteur 2,Batch P2,81.93,2.13,6.44,89.78,91.01,110.5,86.39,0.0,3328.02,56.43,Aucune,Equipe C,Conforme
PROC-01066,2026-04-03 15:30,Ligne B,Batch P4,69.54,4.52,6.83,120.15,110.83,84.9,99.0,5.33,2735.03,68.71,Aucune,Equipe A,À contrôler
PROC-01067,2026-05-03 18:15,Ligne C,Batch P2,79.86,3.32,6.93,94.93,73.43,73.2,77.81,2.22,2851.07,45.53,Aucune,Equipe B,Conforme
PROC-01068,2026-01-12 21:15,Réacteur 2,Batch P4,72.96,2.69,6.94,79.46,104.42,110.7,91.77,0.07,2714.1,64.74,Débit,Equipe B,Conforme
PROC-01069,2026-02-14 06:45,Réacteur 2,Batch P3,70.08,2.66,7.71,112.35,71.05,88.3,84.07,4.3,1010.61,44.05,Aucune,Equipe B,Conforme
PROC-01070,2026-04-26 08:30,Réacteur 1,Batch P3,82.97,3.5,6.8,143.03,249.62,,97.6,1.79,3050.02,154.76,Aucune,Equipe A,Conforme
PROC-01071,2026-05-02 09:00,Réacteur 2,Batch P2,77.27,3.13,6.71,91.13,54.02,139.2,99.0,5.16,2623.73,33.49,Aucune,Equipe C,Conforme
PROC-01072,2026-06-24 10:15,Ligne C,Batch P1,71.32,3.44,7.04,113.4,63.46,98.6,87.0,3.77,1449.3,39.35,Aucune,Equipe B,Conforme
PROC-01073,2026-02-15 14:00,Ligne B,Batch P2,68.12,3.71,7.38,119.68,228.81,84.1,86.95,0.46,2868.29,141.86,Aucune,Equipe A,À contrôler
PROC-01074,2026-04-10 17:45,Réacteur 1,Batch P2,80.0,4.25,6.94,114.62,117.65,107.6,75.82,4.61,2830.17,72.94,Pression,Equipe C,Conforme
PROC-01075,2026-02-16 15:15,Réacteur 1,Batch P2,57.02,1.82,6.21,132.68,114.08,118.8,82.27,2.99,3146.98,70.73,Aucune,Equipe A,Conforme
PROC-01076,2026-05-22 14:30,Réacteur 1,Batch P2,87.43,4.34,7.46,129.73,141.03,116.7,84.66,3.98,2477.65,87.44,Aucune,Equipe C,Conforme
PROC-01077,2026-03-18 06:45,Ligne B,Batch P2,70.69,3.32,7.02,140.43,70.46,102.4,78.89,0.99,2280.29,43.68,Aucune,Equipe C,Non conforme
PROC-01078,2026-03-12 22:15,Ligne B,Batch P2,69.74,3.57,6.98,121.95,240.3,108.8,97.42,0.69,2002.42,148.99,Aucune,Equipe A,Conforme
PROC-01079,2026-05-11 06:00,Réacteur 1,Batch P4,79.17,3.33,6.91,117.54,235.13,76.2,89.51,5.83,1504.79,145.78,Aucune,Equipe A,Conforme
PROC-01080,2026-01-22 14:45,Réacteur 1,Batch P3,72.33,2.49,7.64,85.87,222.03,75.9,81.59,5.7,1183.91,137.66,Aucune,Equipe B,Conforme
PROC-01081,2026-01-16 18:00,Ligne B,Batch P2,70.02,2.6,7.09,69.72,120.26,109.9,78.29,4.55,2141.69,74.56,Aucune,Equipe A,Conforme
PROC-01082,2026-03-16 16:00,Ligne C,Batch P4,69.81,3.31,6.08,104.89,69.22,87.9,83.01,0.95,2450.48,42.92,Aucune,Equipe A,Non conforme
PROC-01083,2026-02-15 21:00,Réacteur 2,Batch P4,78.84,3.69,6.96,99.14,96.08,45.1,86.51,4.29,2257.65,59.57,Température,Equipe C,Conforme
PROC-01084,2026-03-14 13:00,Ligne C,Batch P3,71.93,2.14,6.74,90.2,120.83,118.0,85.36,0.0,2101.81,74.91,Aucune,Equipe A,Conforme
PROC-01085,2026-03-26 19:30,Ligne B,Batch P4,85.62,2.67,6.67,116.17,107.34,102.0,83.62,2.31,2738.18,66.55,Température,Equipe A,Conforme
PROC-01086,2026-06-16 22:00,Réacteur 2,Batch P3,,3.65,6.47,109.39,252.06,104.7,87.52,3.57,3697.84,156.27,Aucune,Equipe C,Conforme
PROC-01087,2026-06-14 12:30,Réacteur 1,Batch P1,74.43,4.92,7.01,105.64,198.54,90.0,88.47,5.18,3172.59,123.09,Aucune,Equipe A,À contrôler
PROC-01088,2026-04-05 19:30,Ligne B,Batch P1,78.81,4.29,7.42,96.12,121.52,117.4,74.05,5.24,1199.33,75.34,Aucune,Equipe B,Conforme
PROC-01089,2026-01-17 22:15,Ligne C,Batch P4,64.75,4.78,6.64,112.37,74.87,91.4,91.15,3.65,2475.3,46.42,Aucune,Equipe A,Conforme
PROC-01090,2026-03-17 14:00,Ligne B,Batch P2,78.17,3.61,6.83,131.21,125.94,79.8,81.53,2.38,1017.82,78.08,Aucune,Equipe C,Conforme
PROC-01091,2026-01-25 15:00,Ligne A,Batch P3,62.86,0.9,7.51,146.65,95.97,91.9,85.16,7.24,1181.44,59.5,Débit,Equipe A,Conforme
PROC-01092,2026-04-24 07:15,Ligne B,Batch P1,84.08,2.8,7.11,115.66,248.36,94.9,94.76,2.01,2141.27,153.98,Débit,Equipe C,Conforme
PROC-01093,2026-03-11 12:45,Réacteur 2,Batch P1,60.5,3.87,6.55,132.97,195.56,77.3,,2.86,3281.21,121.25,Aucune,Equipe C,Conforme
PROC-01094,2026-01-25 14:00,Ligne A,Batch P2,73.62,1.18,7.05,95.04,110.59,85.6,97.2,4.09,3324.71,68.56,Aucune,Equipe C,Conforme
PROC-01095,2026-01-28 18:30,Ligne C,Batch P3,72.16,4.89,6.88,117.1,170.81,59.5,82.17,4.14,3123.97,105.9,Aucune,Equipe B,À contrôler
PROC-01096,2026-02-06 14:15,Ligne C,Batch P1,62.69,3.33,7.56,109.4,211.1,114.5,77.16,7.64,3601.29,130.88,Aucune,Equipe B,À contrôler
PROC-01097,2026-01-15 21:15,Réacteur 2,Batch P1,65.73,3.46,7.13,95.03,132.7,97.4,99.0,3.86,2603.85,82.28,Aucune,Equipe C,Conforme
PROC-01098,2026-02-26 15:30,Ligne B,Batch P4,76.44,3.27,7.43,133.21,144.2,103.6,80.28,8.85,3399.4,89.41,Aucune,Equipe C,Conforme
PROC-01099,2026-06-19 19:00,Ligne A,Batch P3,69.31,4.06,7.35,128.63,152.81,85.4,82.04,0.0,3018.24,94.74,Aucune,Equipe A,Conforme
PROC-01100,2026-04-12 10:00,Ligne B,Batch P2,86.87,3.47,6.61,94.45,73.46,85.9,80.15,3.4,3269.35,45.55,Aucune,Equipe B,À contrôler
PROC-01101,2026-05-13 18:45,Réacteur 2,Batch P4,79.05,3.76,6.82,119.39,198.32,49.0,91.93,3.5,1706.22,122.96,Aucune,Equipe B,Conforme
PROC-01102,2026-06-22 07:45,Ligne C,Batch P3,72.5,2.58,7.72,122.66,188.63,106.4,87.06,0.88,2554.84,116.95,Aucune,Equipe A,Conforme
PROC-01103,2026-02-22 10:45,Ligne A,Batch P2,83.12,4.26,7.55,103.81,145.31,111.4,84.33,4.97,1889.6,90.09,Aucune,Equipe C,Conforme
PROC-01104,2026-04-25 17:00,Ligne B,Batch P3,65.3,3.86,6.75,101.76,169.86,118.3,95.14,3.38,2219.49,105.31,Aucune,Equipe A,Conforme
PROC-01105,2026-03-23 17:15,Ligne A,Batch P1,80.28,4.42,7.13,67.33,252.01,84.2,77.05,4.52,2916.11,156.24,Aucune,Equipe C,Conforme
PROC-01106,2026-01-24 17:00,Ligne C,Batch P1,70.73,3.08,5.56,97.49,63.95,97.2,87.22,6.1,1525.95,39.65,Aucune,Equipe B,Conforme
PROC-01107,2026-03-14 10:15,Ligne A,Batch P4,76.35,2.5,6.1,131.21,,73.1,78.91,4.62,2883.72,166.18,Aucune,Equipe B,Conforme
PROC-01108,2026-01-21 22:00,Réacteur 2,Batch P1,62.49,3.19,6.83,122.19,99.48,94.3,82.93,1.21,3052.69,61.68,Aucune,Equipe C,Conforme
PROC-01109,2026-05-10 07:45,Ligne C,Batch P2,65.7,3.28,8.09,145.93,90.16,111.9,80.36,2.74,3509.38,55.9,Aucune,Equipe B,Conforme
PROC-01110,2026-03-19 07:30,Réacteur 2,Batch P4,81.54,3.64,7.26,138.89,53.63,119.9,92.39,3.15,1815.15,33.25,Aucune,Equipe A,Conforme
PROC-01111,2026-03-03 21:00,Ligne C,Batch P3,73.63,3.53,7.71,111.19,149.81,85.5,84.77,3.12,2399.0,92.88,Pression,Equipe A,Conforme
PROC-01112,2026-04-11 21:30,Ligne C,Batch P2,63.05,2.36,6.27,153.1,80.26,96.8,87.86,3.58,1281.37,49.76,Aucune,Equipe B,Conforme
PROC-01113,2026-04-20 10:30,Ligne C,Batch P4,71.22,3.13,6.85,111.19,70.33,99.5,87.18,1.8,2267.32,43.6,Aucune,Equipe C,Conforme
PROC-01114,2026-05-22 14:00,Ligne C,Batch P4,73.34,3.85,7.21,95.58,132.86,100.1,85.87,5.41,3021.63,82.38,Pression,Equipe B,Conforme
PROC-01115,2026-01-04 12:15,Réacteur 1,Batch P1,62.52,2.33,6.76,111.65,169.77,104.2,73.61,6.02,3424.82,105.26,Débit,Equipe B,Conforme
PROC-01116,2026-01-27 21:45,Ligne A,Batch P3,56.03,2.64,7.59,93.76,135.74,113.9,80.24,7.12,2200.85,84.16,Aucune,Equipe C,Conforme
PROC-01117,2026-05-20 15:00,Réacteur 1,Batch P4,47.24,3.39,6.65,110.36,73.17,97.9,73.6,3.08,2201.52,45.37,Aucune,Equipe C,Conforme
PROC-01118,2026-06-08 19:45,Ligne C,Batch P3,68.82,5.01,7.25,115.3,77.07,104.1,84.55,1.95,1133.12,47.79,Aucune,Equipe A,À contrôler
PROC-01119,2026-04-06 18:00,Ligne B,Batch P1,78.94,2.73,7.86,88.09,82.38,88.0,93.42,2.76,2001.05,51.08,Aucune,Equipe B,À contrôler
PROC-01120,2026-06-01 11:00,Ligne C,Batch P1,60.41,2.88,6.82,77.26,188.49,125.8,79.3,1.82,2790.56,116.86,Aucune,Equipe B,Conforme
PROC-01121,2026-02-07 16:15,Ligne C,Batch P4,72.12,3.74,6.57,107.17,82.12,79.0,98.26,5.65,1155.14,50.92,Pression,Equipe A,Conforme
PROC-01122,2026-02-06 15:45,Ligne C,Batch P4,74.45,2.66,7.73,153.87,133.33,61.7,83.7,1.97,3069.38,82.67,Aucune,Equipe A,Conforme
PROC-01123,2026-01-01 13:15,Réacteur 1,Batch P3,75.12,3.09,7.04,97.95,157.91,90.3,89.07,4.62,2594.21,97.9,Aucune,Equipe B,Conforme
PROC-01124,2026-02-23 20:45,Réacteur 2,Batch P2,73.34,3.37,7.83,132.67,119.06,87.2,84.14,7.23,3099.62,73.82,Aucune,Equipe A,Conforme
PROC-01125,2026-06-08 17:30,Ligne B,Batch P4,66.13,2.82,7.54,131.61,72.04,105.0,84.41,3.88,3275.47,44.67,Aucune,Equipe B,Conforme
PROC-01126,2026-02-20 21:45,Réacteur 2,Batch P2,77.71,2.88,6.61,69.99,189.48,91.8,83.36,0.98,3620.16,117.47,Aucune,Equipe B,Conforme
PROC-01127,2026-03-28 09:30,Réacteur 1,Batch P2,61.09,3.02,7.04,163.66,124.03,106.8,90.57,3.66,2358.55,76.9,Aucune,Equipe C,Conforme
PROC-01128,2026-04-12 17:00,Réacteur 2,Batch P4,65.8,3.28,6.79,105.64,118.37,90.4,80.62,2.61,1238.67,73.39,Aucune,Equipe A,Conforme
PROC-01129,2026-03-07 13:00,Réacteur 1,Batch P1,74.54,3.17,7.93,116.11,99.61,96.1,80.52,3.11,2675.14,61.76,Aucune,Equipe B,Non conforme
PROC-01130,2026-06-04 19:00,Réacteur 1,Batch P4,75.45,4.07,7.43,118.12,139.72,120.0,84.26,5.67,2323.64,86.63,Pression,Equipe C,Conforme
PROC-01131,2026-06-27 13:30,Ligne A,Batch P1,86.88,2.93,7.11,89.83,65.4,100.0,92.89,4.81,3180.55,40.55,Aucune,Equipe B,Conforme
PROC-01132,2026-06-10 11:15,Ligne A,Batch P1,71.05,2.68,6.53,142.71,184.88,78.4,87.88,7.36,2044.58,114.62,Aucune,Equipe C,À contrôler
PROC-01133,2026-04-15 18:30,Ligne C,Batch P1,59.39,2.94,6.52,77.47,115.06,112.2,88.37,5.57,2529.34,71.34,Pression,Equipe A,Conforme
PROC-01134,2026-04-05 19:30,Réacteur 2,Batch P1,71.92,2.64,5.92,93.56,118.75,106.7,93.5,6.85,2584.74,73.62,Aucune,Equipe A,Conforme
PROC-01135,2026-02-15 19:00,Réacteur 1,Batch P1,69.12,2.97,6.77,100.48,104.61,115.1,81.71,3.85,3038.88,64.86,Température,Equipe C,Conforme
PROC-01136,2026-04-13 22:00,Ligne C,Batch P4,66.03,1.98,7.53,146.17,179.74,77.8,82.3,5.64,2551.41,111.44,Aucune,Equipe B,Conforme
PROC-01137,2026-04-12 19:30,Ligne C,Batch P1,63.03,3.21,6.57,92.84,82.69,86.2,86.67,4.12,3368.29,51.27,Aucune,Equipe B,Conforme
PROC-01138,2026-05-10 22:45,Réacteur 1,Batch P3,67.92,2.78,7.01,124.17,182.01,94.1,83.21,3.87,2797.21,112.84,Aucune,Equipe C,Conforme
PROC-01139,2026-06-19 09:30,Réacteur 1,Batch P3,61.37,3.62,7.5,126.41,194.45,118.8,74.55,4.97,1529.86,120.56,Aucune,Equipe C,Conforme
PROC-01140,2026-03-12 20:45,Réacteur 2,Batch P4,73.24,3.74,7.16,97.76,64.85,96.1,96.37,6.93,1825.41,40.21,Aucune,Equipe B,À contrôler
PROC-01141,2026-05-13 15:45,Ligne A,Batch P4,74.38,3.22,7.58,109.44,197.93,122.1,87.76,0.0,3523.34,122.71,Aucune,Equipe B,Conforme
PROC-01142,2026-01-10 16:15,Ligne A,Batch P1,66.18,3.05,7.1,98.78,148.79,68.7,93.3,4.23,1394.39,92.25,pH,Equipe A,À contrôler
PROC-01143,2026-03-21 22:15,Ligne B,Batch P3,77.93,4.25,6.74,101.25,118.82,74.0,78.77,9.05,2092.92,73.67,Aucune,Equipe A,Conforme
PROC-01144,2026-05-11 12:45,Réacteur 2,Batch P1,67.77,2.79,7.19,96.6,139.82,71.9,94.72,0.61,3520.38,86.69,Aucune,Equipe A,Conforme
PROC-01145,2026-06-09 19:45,Réacteur 2,Batch P2,61.12,2.0,8.14,101.46,128.05,124.2,85.84,0.5,1708.03,79.39,Aucune,Equipe B,Conforme
PROC-01146,2026-01-15 19:30,Ligne A,Batch P3,64.41,4.44,6.96,105.7,181.65,98.1,91.94,3.61,1664.28,112.62,Aucune,Equipe A,À contrôler
PROC-01147,2026-03-15 09:30,Ligne C,Batch P4,60.0,3.64,7.67,105.42,164.57,76.9,85.59,1.61,1475.1,102.03,Température,Equipe B,Conforme
PROC-01148,2026-05-31 07:30,Ligne C,Batch P2,70.95,3.75,7.09,91.27,110.28,78.4,80.36,3.85,1312.73,68.37,Aucune,Equipe C,Conforme
PROC-01149,2026-02-28 20:15,Réacteur 1,Batch P3,68.44,4.68,7.02,75.66,63.63,103.5,97.03,0.4,3480.38,39.45,Aucune,Equipe B,Conforme
PROC-01150,2026-06-05 13:15,Réacteur 2,Batch P4,71.07,2.65,7.54,98.86,80.11,95.7,77.91,2.07,1856.99,49.67,Aucune,Equipe C,Conforme
PROC-01151,2026-01-08 18:30,Ligne C,Batch P1,55.67,3.17,6.8,112.3,177.99,76.9,87.95,3.43,1493.08,110.35,Aucune,Equipe C,Conforme
PROC-01152,2026-06-23 10:15,Ligne C,Batch P1,63.58,2.49,6.78,78.9,168.6,77.0,76.3,6.49,2219.15,104.53,Température,Equipe B,À contrôler
PROC-01153,2026-04-20 10:15,Ligne B,Batch P3,61.73,3.29,7.01,123.71,126.98,82.7,87.96,4.2,3406.5,78.73,Aucune,Equipe C,Conforme
PROC-01154,2026-03-18 14:15,Ligne B,Batch P3,82.86,3.76,6.69,122.27,72.52,80.0,80.25,3.28,2425.77,44.97,Aucune,Equipe A,Conforme
PROC-01155,2026-06-03 13:45,Réacteur 2,Batch P4,77.85,3.58,6.99,107.24,119.69,99.5,83.1,4.38,1274.69,74.21,Aucune,Equipe B,Conforme
PROC-01156,2026-05-16 15:15,Ligne A,Batch P1,55.13,3.19,7.28,41.01,31.04,74.0,92.25,2.76,1799.68,19.25,Aucune,Equipe A,Conforme
PROC-01157,2026-02-24 20:30,Ligne A,Batch P1,74.38,3.18,7.19,150.18,152.28,81.2,92.0,6.58,1086.6,94.41,Aucune,Equipe A,Conforme
PROC-01158,2026-05-30 16:30,Ligne B,Batch P1,66.35,2.77,6.67,132.3,164.06,85.3,84.06,3.83,2643.36,101.71,Aucune,Equipe B,Conforme
PROC-01159,2026-05-04 15:00,Ligne B,Batch P3,68.78,3.96,7.26,79.29,84.52,80.7,78.02,6.04,2392.75,52.4,Aucune,Equipe C,Conforme
PROC-01160,2026-04-03 14:15,Réacteur 1,Batch P3,64.39,3.83,6.82,139.66,61.17,94.5,81.58,5.12,1894.97,37.92,Aucune,Equipe C,Conforme
PROC-01161,2026-05-12 14:30,Réacteur 2,Batch P4,64.91,4.53,7.63,165.23,150.14,64.7,78.9,1.39,2401.51,93.08,Aucune,Equipe A,À contrôler
PROC-01162,2026-04-25 22:15,Réacteur 1,Batch P2,73.03,1.99,7.12,124.52,61.65,95.6,99.0,6.26,3370.62,38.22,Aucune,Equipe C,Conforme
PROC-01163,2026-04-23 22:45,Réacteur 2,Batch P2,71.52,3.17,6.61,117.75,134.39,81.6,89.0,2.65,1018.57,83.32,Aucune,Equipe B,Conforme
PROC-01164,2026-01-05 09:45,Réacteur 2,Batch P1,68.71,2.58,6.49,61.96,122.2,120.5,84.55,5.28,983.4,75.76,Aucune,Equipe A,Conforme
PROC-01165,2026-04-30 16:45,Ligne B,Batch P4,66.33,2.62,6.92,151.03,168.96,120.4,82.99,0.0,2466.27,104.76,Aucune,Equipe B,Conforme
PROC-01166,2026-03-25 11:30,Ligne B,Batch P3,82.62,3.09,6.95,107.24,128.54,111.7,88.07,,2364.12,79.7,Pression,Equipe C,Conforme
PROC-01167,2026-04-03 08:15,Ligne B,Batch P1,87.81,4.61,6.67,91.86,148.31,113.5,84.0,4.19,2648.58,91.95,Aucune,Equipe C,Conforme
PROC-01168,2026-01-27 07:15,Ligne B,Batch P1,53.34,3.51,7.27,77.09,189.63,93.4,87.97,6.44,2059.74,117.57,Pression,Equipe A,Conforme
PROC-01169,2026-01-04 07:30,Ligne B,Batch P1,75.52,3.56,6.15,125.46,128.15,131.4,90.74,3.52,2151.07,79.45,Aucune,Equipe B,Conforme
PROC-01170,2026-05-10 07:45,Réacteur 1,Batch P4,62.65,3.19,7.44,123.85,85.11,90.8,92.03,5.28,2897.64,52.77,Aucune,Equipe B,Conforme
PROC-01171,2026-01-29 21:00,Ligne A,Batch P3,66.87,3.57,8.42,80.78,172.98,90.5,90.75,2.88,1194.24,107.25,Aucune,Equipe A,Conforme
PROC-01172,2026-05-12 22:45,Réacteur 1,Batch P2,72.28,1.51,7.34,175.07,148.74,88.4,88.14,4.91,1796.68,92.22,Pression,Equipe C,Conforme
PROC-01173,2026-02-26 13:15,Ligne A,Batch P3,60.79,3.24,7.83,121.09,122.96,116.1,79.75,4.67,1510.9,76.24,Aucune,Equipe C,Conforme
PROC-01174,2026-05-26 12:45,Ligne C,Batch P2,65.44,2.54,6.77,112.35,158.3,97.5,81.62,1.48,1129.11,98.14,Aucune,Equipe C,À contrôler
PROC-01175,2026-06-15 18:45,Ligne A,Batch P1,62.37,2.98,7.97,123.01,40.48,103.4,74.63,2.19,2401.98,25.1,Aucune,Equipe A,Conforme
PROC-01176,2026-05-08 08:45,Ligne A,Batch P3,75.45,2.82,6.93,86.95,179.75,112.9,80.88,0.87,2265.92,111.44,Aucune,Equipe C,À contrôler
PROC-01177,2026-06-06 18:30,Réacteur 2,Batch P3,91.88,2.01,8.02,121.97,306.32,102.8,78.92,4.94,3695.0,189.92,Aucune,Equipe C,Conforme
PROC-01178,2026-01-08 08:00,Ligne B,Batch P3,70.64,4.48,6.74,115.5,125.31,94.5,86.71,3.54,1528.55,77.69,Température,Equipe C,Conforme
PROC-01179,2026-03-19 22:30,Ligne A,Batch P1,76.68,3.95,6.92,108.93,109.37,78.9,95.25,6.4,1219.98,67.81,Aucune,Equipe A,Conforme
PROC-01180,2026-05-27 16:30,Ligne A,Batch P3,84.33,3.02,8.02,105.39,64.56,59.8,86.04,4.59,1017.14,40.03,Pression,Equipe B,Conforme
PROC-01181,2026-01-19 10:30,Réacteur 1,Batch P4,72.9,4.02,7.25,95.01,335.73,106.1,91.76,7.02,3452.16,208.15,Aucune,Equipe C,Conforme
PROC-01182,2026-05-16 17:30,Ligne B,Batch P4,84.48,4.88,7.23,73.82,157.62,83.4,87.24,4.68,3275.09,97.73,Aucune,Equipe B,À contrôler
PROC-01183,2026-02-26 11:30,Réacteur 1,Batch P1,66.28,1.98,8.24,,393.17,81.8,86.52,4.57,3572.81,243.76,Température,Equipe C,À contrôler
PROC-01184,2026-01-31 09:45,Ligne A,Batch P2,70.15,4.02,7.03,104.86,122.33,80.9,94.44,2.35,3040.83,75.84,Température,Equipe B,Conforme
PROC-01185,2026-02-01 07:30,Réacteur 1,Batch P4,70.63,2.63,7.57,103.81,83.41,40.9,92.2,5.65,1361.04,51.72,Température,Equipe B,Conforme
PROC-01186,2026-02-14 08:15,Ligne C,Batch P2,62.92,3.72,7.94,117.54,68.79,84.2,79.12,2.15,2546.56,42.65,Aucune,Equipe B,Non conforme
PROC-01187,2026-01-05 15:30,Ligne B,Batch P1,78.17,4.65,6.88,107.16,134.69,107.3,80.49,3.89,3591.96,83.5,Aucune,Equipe B,Conforme
PROC-01188,2026-01-07 09:30,Ligne A,Batch P2,86.4,3.02,7.67,91.22,75.51,70.8,92.75,1.46,3290.2,46.82,Aucune,Equipe B,Conforme
PROC-01189,2026-02-11 16:15,Ligne C,Batch P3,66.15,3.6,7.02,106.77,60.06,86.0,88.24,5.37,1367.28,37.24,Pression,Equipe B,À contrôler
PROC-01190,2026-03-09 14:15,Réacteur 2,Batch P4,71.29,3.0,7.93,106.76,71.41,86.6,76.41,0.9,1633.2,44.27,Température,Equipe B,Conforme
PROC-01191,2026-06-15 09:30,Réacteur 1,Batch P1,73.84,3.08,7.48,103.05,284.81,88.5,87.79,0.88,2521.13,176.58,Aucune,Equipe A,Conforme
PROC-01192,2026-02-06 08:15,Ligne B,Batch P2,69.97,2.64,6.65,151.8,296.68,84.9,83.29,2.2,1428.79,183.94,Aucune,Equipe A,Conforme
PROC-01193,2026-06-11 17:15,Ligne C,Batch P1,75.74,4.03,6.6,78.58,115.99,110.4,96.55,4.54,1920.97,71.91,Pression,Equipe A,Conforme
PROC-01194,2026-04-26 21:30,Ligne C,Batch P4,73.31,2.44,6.62,87.11,268.58,79.7,76.75,4.71,3639.17,166.52,pH,Equipe A,Conforme
PROC-01195,2026-01-19 21:15,Ligne A,Batch P2,66.85,3.77,7.29,98.28,191.29,79.4,84.47,3.96,1725.96,118.6,Pression,Equipe A,Conforme
PROC-01196,2026-04-09 10:30,Ligne C,Batch P1,81.17,1.82,6.55,115.83,122.85,91.7,87.02,2.39,2004.57,76.17,Aucune,Equipe A,Conforme
PROC-01197,2026-04-28 21:15,Ligne A,Batch P3,73.93,3.14,7.29,127.44,227.53,97.8,93.87,7.09,1799.21,141.07,Aucune,Equipe B,Conforme
PROC-01198,2026-05-13 11:45,Ligne B,Batch P4,69.49,2.63,6.51,88.45,112.56,86.0,71.77,5.94,1121.14,69.79,Aucune,Equipe B,À contrôler
PROC-01199,2026-03-28 17:45,Ligne C,Batch P2,79.9,3.25,7.23,88.33,89.79,123.2,81.25,5.1,3212.33,55.67,Aucune,Equipe A,Conforme
PROC-01200,2026-04-07 10:45,Ligne C,Batch P3,71.41,4.73,6.1,100.14,217.01,90.8,87.05,6.08,3375.2,134.55,Aucune,Equipe A,Conforme
PROC-01201,2026-02-20 10:30,Ligne A,Batch P1,61.78,3.34,7.08,122.01,260.64,94.0,99.0,4.64,1573.78,161.6,Pression,Equipe B,À contrôler
PROC-01202,2026-02-04 17:15,Réacteur 2,Batch P3,78.41,4.15,6.89,109.65,115.54,94.7,82.82,6.4,2496.95,71.64,pH,Equipe A,Conforme
PROC-01203,2026-04-01 11:15,Ligne A,Batch P3,70.88,2.24,7.17,81.2,131.8,111.9,91.44,4.95,1572.23,81.72,Aucune,Equipe C,À contrôler
PROC-01204,2026-03-15 16:00,Ligne B,Batch P2,81.36,2.54,7.39,69.39,188.22,97.8,84.79,4.61,2886.42,116.69,Aucune,Equipe C,Conforme
PROC-01205,2026-04-17 19:45,Réacteur 1,Batch P3,78.87,2.01,6.57,163.67,68.34,73.2,92.24,2.85,3542.91,42.37,Aucune,Equipe C,Conforme
PROC-01206,2026-03-29 15:00,Réacteur 2,Batch P1,78.34,3.77,7.55,117.11,147.67,75.5,91.96,3.77,1795.28,91.56,Aucune,Equipe A,Conforme
PROC-01207,2026-01-29 19:00,Ligne C,Batch P4,78.37,3.94,6.59,126.45,86.97,100.1,86.68,5.34,931.27,53.92,Pression,Equipe C,Conforme
PROC-01208,2026-05-29 12:00,Réacteur 2,Batch P1,71.48,2.84,6.74,85.87,273.6,74.2,92.46,5.83,2886.71,169.63,Aucune,Equipe A,Conforme
PROC-01209,2026-05-09 14:30,Ligne B,Batch P1,85.87,3.68,7.19,127.23,112.76,76.2,85.48,4.13,1474.96,69.91,pH,Equipe B,Conforme
